index,pickup_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
769,2016-01-14 08:00:28+00:00,40.77867126464844,-73.9452133178711,40.75994110107422,-73.97220611572266
6037,2016-01-14 08:00:23+00:00,40.75947952270508,-73.99040985107422,40.75947952270508,-73.99040985107422
6087,2016-01-14 08:00:22+00:00,40.762451171875,-73.98627471923827,40.7606315612793,-73.98068237304686
6533,2016-01-14 08:00:02+00:00,40.80022048950195,-73.9696273803711,40.78546142578125,-73.9535903930664
8698,2016-01-14 08:00:10+00:00,40.7681999206543,-73.95577239990234,40.76507186889648,-73.96617126464845
12198,2016-01-14 08:00:18+00:00,40.74635314941406,-74.00012969970702,40.74070739746094,-73.9862289428711
18391,2016-01-14 08:00:09+00:00,40.756511688232415,-73.97621154785155,40.75600814819336,-73.98680114746094
22337,2016-01-14 08:00:25+00:00,40.76451873779297,-73.98110961914062,40.76848983764648,-73.99234008789062
23293,2016-01-14 08:00:27+00:00,40.745853424072266,-73.99803924560547,40.74519348144531,-73.98722839355469
24224,2016-01-14 08:00:06+00:00,40.759132385253906,-73.9623031616211,40.77261734008789,-73.95735931396483
25525,2016-01-14 08:00:21+00:00,40.75440216064453,-73.9656982421875,40.76197052001953,-73.97817993164062
25637,2016-01-14 08:00:00+00:00,40.78704452514648,-73.97116088867188,40.79098892211913,-73.9666519165039
25872,2016-01-14 08:00:13+00:00,40.80067443847656,-73.94019317626955,40.80678939819336,-73.93753051757811
31183,2016-01-14 08:00:02+00:00,40.744422912597656,-73.9920196533203,40.73984146118164,-73.99088287353516
33345,2016-01-14 08:00:03+00:00,40.77025985717773,-73.9513168334961,40.7875862121582,-73.95388793945312
39196,2016-01-14 08:00:16+00:00,40.73137283325195,-73.98231506347656,40.73423385620117,-73.98909759521484
40453,2016-01-14 08:00:09+00:00,40.77447128295898,-73.95735931396483,40.76227951049805,-73.9791259765625
46882,2016-01-14 08:00:16+00:00,40.76618957519531,-73.97920989990234,40.76424026489258,-73.95562744140625
48152,2016-01-14 08:00:01+00:00,40.761329650878906,-73.9868392944336,40.77030944824219,-73.9666290283203
49239,2016-01-14 08:00:00+00:00,40.76588439941406,-73.96333312988281,40.76077651977539,-73.98334503173827
51262,2016-01-14 08:00:02+00:00,40.776771545410156,-73.97550964355469,40.75268173217773,-73.98201751708984
52130,2016-01-14 08:00:28+00:00,40.75168228149415,-73.97948455810547,40.7430076599121,-73.98458099365234
52307,2016-01-14 08:00:24+00:00,40.76681518554688,-73.95379638671875,40.76192855834961,-73.9749298095703
52626,2016-01-14 08:00:11+00:00,40.76937103271485,-73.95211029052734,40.76453018188477,-73.96166229248048
54713,2016-01-14 08:00:14+00:00,40.70703506469727,-74.00696563720702,40.720699310302734,-74.00988006591797
57358,2016-01-14 08:00:19+00:00,40.77895736694336,-73.9883270263672,40.80418014526367,-73.96675872802734
59354,2016-01-14 08:00:21+00:00,40.76580047607422,-73.96351623535155,40.80466079711913,-73.93896484375
60634,2016-01-14 08:00:27+00:00,40.799564361572266,-73.97014617919923,40.78696060180664,-73.9682083129883
65408,2016-01-14 08:00:16+00:00,40.74731063842773,-73.9826431274414,40.75608444213867,-73.99072265625
71217,2016-01-14 08:00:26+00:00,40.76731872558594,-73.95625305175781,40.76046752929688,-73.95944213867188
71466,2016-01-14 08:00:02+00:00,40.74284362792969,-74.00028228759766,40.75121307373047,-73.97854614257811
72008,2016-01-14 08:00:00+00:00,40.72761154174805,-73.97942352294923,40.72768783569336,-73.99321746826173
72412,2016-01-14 08:00:11+00:00,40.77709197998047,-73.9753189086914,40.7604866027832,-73.97107696533203
72413,2016-01-14 08:00:06+00:00,40.77755355834961,-73.97865295410156,40.76775360107422,-73.9857864379883
73764,2016-01-14 08:00:10+00:00,40.76218032836913,-73.99372863769531,40.76628875732422,-73.98065185546875
74828,2016-01-14 08:00:02+00:00,40.763954162597656,-73.97782897949219,40.75628662109375,-73.98663330078125
77871,2016-01-14 08:00:26+00:00,40.75786972045898,-73.96035766601562,40.76412963867188,-73.97595977783203
78204,2016-01-14 08:00:29+00:00,40.75689697265625,-73.98995208740234,40.77325820922852,-73.98056030273438
79771,2016-01-14 08:00:07+00:00,40.75336837768555,-73.96988677978516,40.76040649414063,-73.98042297363281
84247,2016-01-14 08:00:07+00:00,40.77939224243164,-73.97926330566406,40.75074768066406,-73.97479248046875
85883,2016-01-14 08:00:00+00:00,40.79627990722656,-73.97062683105469,40.7669792175293,-73.95375061035155
86890,2016-01-14 08:00:01+00:00,40.762733459472656,-73.9597930908203,40.75435256958008,-73.97637939453125
88718,2016-01-14 08:00:08+00:00,40.79900360107422,-73.96878814697266,40.79489135742188,-73.97364044189453
91424,2016-01-14 08:00:19+00:00,40.774238586425774,-73.96266174316406,40.77873992919922,-73.9580078125
91751,2016-01-14 08:00:00+00:00,40.75703811645508,-73.98981475830078,40.758949279785156,-73.979248046875
92521,2016-01-14 08:00:20+00:00,40.7565803527832,-73.97704315185547,40.76119995117188,-73.97948455810547
92745,2016-01-14 08:00:30+00:00,40.75521087646485,-73.97682189941406,40.76736831665039,-73.98248291015625
93272,2016-01-14 08:00:05+00:00,40.756431579589844,-73.9806900024414,40.75138854980469,-73.97606658935547
93762,2016-01-14 08:00:07+00:00,40.73670959472656,-73.98884582519531,40.76263046264648,-73.97872924804686
94100,2016-01-14 08:00:25+00:00,40.81898880004883,-73.9561004638672,40.85142135620117,-73.93517303466798
99990,2016-01-14 08:00:25+00:00,40.792495727539055,-73.96558380126955,40.80546188354492,-73.94004821777344
102374,2016-01-14 08:00:21+00:00,40.728919982910156,-73.98436737060547,40.73611831665039,-73.99552154541014
103796,2016-01-14 08:00:11+00:00,40.75938034057617,-73.96868133544923,40.79058074951172,-73.96573638916014
106216,2016-01-14 08:00:02+00:00,40.738529205322266,-73.98037719726562,40.725341796875,-73.99565124511719
115204,2016-01-14 08:00:13+00:00,40.737571716308594,-74.00634765625,40.74266052246094,-73.9866714477539
115747,2016-01-14 08:00:01+00:00,40.75651931762695,-73.99046325683594,40.756439208984375,-73.9751205444336
116286,2016-01-14 08:00:10+00:00,40.77261352539063,-73.9821548461914,40.76403427124024,-73.97317504882812
116915,2016-01-14 08:00:06+00:00,40.76736450195313,-73.9622802734375,40.76047134399415,-73.97216033935547
117928,2016-01-14 08:00:29+00:00,40.78081893920898,-73.958740234375,40.78401184082031,-73.95649719238281
119440,2016-01-14 08:00:09+00:00,40.75046157836913,-73.99134063720702,40.73952102661133,-73.99021911621094
124247,2016-01-14 08:00:21+00:00,40.758872985839844,-73.95964813232422,40.75745010375977,-73.96855926513672
124784,2016-01-14 08:00:01+00:00,40.73727416992188,-74.0014114379883,40.75004577636719,-73.97972869873048
125627,2016-01-14 08:00:25+00:00,40.72937774658203,-73.97782135009766,40.727699279785156,-73.97599792480467
126472,2016-01-14 08:00:18+00:00,40.75075149536133,-74.00196075439453,40.7539176940918,-73.98890686035155
130165,2016-01-14 08:00:21+00:00,40.75661849975585,-73.9727020263672,40.75789260864258,-73.98448944091797
135631,2016-01-14 08:00:05+00:00,40.782901763916016,-73.95540618896483,40.7599983215332,-73.97248077392578
136553,2016-01-14 08:00:14+00:00,40.767127990722656,-73.9827880859375,40.7552490234375,-73.96866607666014
138043,2016-01-14 08:00:17+00:00,40.78061294555664,-73.94652557373048,40.7642936706543,-73.9573516845703
138255,2016-01-14 08:00:05+00:00,40.76736450195313,-73.96219635009766,40.71036148071289,-74.01472473144531
138750,2016-01-14 08:00:02+00:00,40.75608825683594,-73.96453094482422,40.76005172729492,-73.97904205322266
141344,2016-01-14 08:00:10+00:00,40.73351669311523,-74.00273132324219,40.72694396972656,-73.99665832519531
142666,2016-01-14 08:00:04+00:00,40.76884841918945,-73.95233154296875,40.79069900512695,-73.97477722167969
143034,2016-01-14 08:00:02+00:00,40.75117492675781,-73.99030303955078,40.75519180297852,-73.98384857177734
144841,2016-01-14 08:00:13+00:00,40.72739791870117,-73.99346160888672,40.74906921386719,-74.00325775146483
146032,2016-01-14 08:00:15+00:00,40.77170181274415,-73.96322631835938,40.75590515136719,-73.9792709350586
147329,2016-01-14 08:00:21+00:00,40.77190017700195,-73.96533203125,40.778099060058594,-73.96080017089844
148200,2016-01-14 08:00:22+00:00,40.77962493896485,-73.98098754882812,40.76630401611328,-73.98023986816406
148795,2016-01-14 08:00:30+00:00,40.77644348144531,-73.97606658935547,40.76189804077149,-73.97480773925781
150069,2016-01-14 08:00:06+00:00,40.78485107421875,-73.96807861328125,40.76501083374024,-73.9613265991211
154239,2016-01-14 08:00:23+00:00,40.776275634765625,-73.9468002319336,40.785099029541016,-73.9537353515625
156937,2016-01-14 08:00:18+00:00,40.73318862915039,-74.00633239746094,40.74229049682617,-74.00272369384766
158290,2016-01-14 08:00:03+00:00,40.790470123291016,-73.93926239013672,40.79708099365234,-73.9490966796875
158964,2016-01-14 08:00:17+00:00,40.76217269897461,-73.99372863769531,40.756046295166016,-73.98677062988281
160506,2016-01-14 08:00:25+00:00,40.71504974365234,-74.01632690429686,40.74034118652344,-73.989501953125
161235,2016-01-14 08:00:23+00:00,40.76045227050781,-74.00296020507811,40.75021743774415,-73.99483489990234
166182,2016-01-14 08:00:27+00:00,40.77156448364258,-73.95052337646483,40.77195358276367,-73.95460510253906
169595,2016-01-14 08:00:14+00:00,40.747901916503906,-74.0003433227539,40.75822448730469,-73.97434997558595
172709,2016-01-14 08:00:30+00:00,40.749977111816406,-73.99231719970702,40.72206497192383,-73.98878479003906
175634,2016-01-14 08:00:19+00:00,40.775703430175774,-73.98391723632812,40.78843688964844,-73.96715545654298
179350,2016-01-14 08:00:24+00:00,40.74222946166992,-73.99678802490234,40.76249313354492,-73.97920989990234
181702,2016-01-14 08:00:12+00:00,40.785255432128906,-73.94942474365234,40.76813888549805,-73.9588394165039
183938,2016-01-14 08:00:12+00:00,40.77133560180664,-73.96347045898438,40.78273391723633,-73.95545196533203
184567,2016-01-14 08:00:04+00:00,40.76697158813477,-73.98954772949219,40.754241943359375,-73.9775619506836
192567,2016-01-14 08:00:26+00:00,40.77037811279297,-73.98216247558595,40.77027130126953,-73.9532470703125
194326,2016-01-14 08:00:21+00:00,40.76433181762695,-73.98828887939453,40.756980895996094,-73.97650146484375
194591,2016-01-14 08:00:22+00:00,40.73876190185547,-73.995849609375,40.75778579711913,-73.9613265991211
197460,2016-01-14 08:00:28+00:00,40.770240783691406,-73.98002624511719,40.76543045043945,-73.96939086914062
197575,2016-01-14 08:00:05+00:00,40.77165222167969,-73.97931671142578,40.76715850830078,-73.9540786743164
199906,2016-01-14 08:00:20+00:00,40.77922058105469,-73.95392608642578,40.76348876953125,-73.96929168701173
200300,2016-01-14 08:00:18+00:00,40.77780532836913,-73.9592056274414,40.76423645019531,-73.97662353515625
200415,2016-01-14 08:00:19+00:00,40.72756576538085,-73.9950942993164,40.75603866577149,-73.99811553955078
202577,2016-01-14 08:00:18+00:00,40.740760803222656,-73.97599029541014,40.75783157348633,-73.96929168701173
204104,2016-01-14 08:00:03+00:00,40.78396987915039,-73.95867919921875,40.76033020019531,-73.97158813476562
214389,2016-01-14 08:00:15+00:00,40.72896957397461,-73.98468017578125,40.76180648803711,-73.98660278320312
216348,2016-01-14 08:00:13+00:00,40.74058151245117,-73.97962951660156,40.75540161132813,-73.98471069335938
217999,2016-01-14 08:00:27+00:00,40.78348159790039,-73.95496368408203,40.75997924804688,-73.97795104980467
220146,2016-01-14 08:00:10+00:00,40.79167175292969,-73.95304107666014,40.70648956298828,-74.00550842285155
220234,2016-01-14 08:00:15+00:00,40.77936172485352,-73.94477844238281,40.77341079711913,-73.94587707519531
220771,2016-01-14 08:00:13+00:00,40.73839569091797,-73.98577880859375,40.75957107543945,-73.97249603271484
222333,2016-01-14 08:00:22+00:00,40.76001739501953,-73.98411560058595,40.74091720581055,-74.0075912475586
223127,2016-01-14 08:00:01+00:00,40.75017929077149,-74.00245666503906,40.74296188354492,-74.00774383544923
226612,2016-01-14 08:00:06+00:00,40.786399841308594,-73.96864318847656,40.7620964050293,-73.97041320800781
226696,2016-01-14 08:00:09+00:00,40.78812026977539,-73.9756851196289,40.75763320922852,-73.97586822509766
227431,2016-01-14 08:00:11+00:00,40.72993087768555,-73.99165344238281,40.7401008605957,-73.98640441894531
230341,2016-01-14 08:00:00+00:00,40.78220748901367,-73.9514923095703,40.707195281982415,-74.0088348388672
230544,2016-01-14 08:00:13+00:00,40.7349853515625,-73.98299407958984,40.7616081237793,-73.96368408203125
232365,2016-01-14 08:00:05+00:00,40.74686050415039,-73.97252655029298,40.764984130859375,-73.95646667480467
239278,2016-01-14 08:00:23+00:00,40.71656036376953,-74.01277160644531,40.729888916015625,-74.0082778930664
242072,2016-01-14 08:00:20+00:00,40.72810363769531,-74.00299072265625,40.72907638549805,-73.99227142333984
243067,2016-01-14 08:00:05+00:00,40.77287292480469,-73.95272827148438,40.76306533813477,-73.97749328613281
249519,2016-01-14 08:00:23+00:00,40.741737365722656,-73.9935989379883,40.76350784301758,-73.97407531738281
250298,2016-01-14 08:00:09+00:00,40.76211166381836,-73.96004486083984,40.77267837524415,-73.9569320678711
251109,2016-01-14 08:00:25+00:00,40.7470588684082,-73.98979949951173,40.76168823242188,-73.96923828125
252428,2016-01-14 08:00:05+00:00,40.74510955810547,-73.98278045654298,40.74605178833008,-73.98817443847656
252679,2016-01-14 08:00:10+00:00,40.74449920654297,-73.9832534790039,40.73530960083008,-73.9874496459961
253002,2016-01-14 08:00:23+00:00,40.76794052124024,-73.96189880371094,40.76504898071289,-73.9661636352539
253415,2016-01-14 08:00:06+00:00,40.74604797363281,-73.9864501953125,40.71457290649415,-74.01383209228516
254598,2016-01-14 08:00:00+00:00,40.76322937011719,-73.96784210205078,40.75539016723633,-73.99468231201173
254608,2016-01-14 08:00:16+00:00,40.76568603515625,-73.97010040283203,40.74810791015625,-73.98373413085938
256576,2016-01-14 08:00:07+00:00,40.77751541137695,-73.96131896972656,40.75687789916992,-73.97402954101562
266191,2016-01-14 08:00:24+00:00,40.75035858154297,-73.99494171142578,40.75256729125977,-74.0044937133789
270778,2016-01-14 08:00:20+00:00,40.77252578735352,-73.9466552734375,40.754005432128906,-73.98623657226562
271105,2016-01-14 08:00:10+00:00,40.7727165222168,-73.94644165039062,40.77516174316406,-73.95884704589844
273165,2016-01-14 08:00:02+00:00,40.71902084350585,-74.00955963134766,40.7313117980957,-73.99037170410156
275487,2016-01-14 08:00:03+00:00,40.80351638793945,-73.96747589111328,40.8036994934082,-73.96327209472656
277490,2016-01-14 08:00:16+00:00,40.715736389160156,-74.00745391845702,40.73139953613281,-73.99044036865234
278024,2016-01-14 08:00:11+00:00,40.76663589477539,-73.9866485595703,40.75896072387695,-73.97760772705078
278545,2016-01-14 08:00:24+00:00,40.76604843139648,-73.96324157714845,40.756385803222656,-73.97498321533203
279563,2016-01-14 08:00:18+00:00,40.76729583740234,-73.95390319824219,40.75989151000977,-73.97187042236328
280735,2016-01-14 08:00:06+00:00,40.745418548583984,-73.97846984863281,40.75202941894531,-73.97991180419923
281191,2016-01-14 08:00:30+00:00,40.7735710144043,-73.9640884399414,40.7903709411621,-73.95188903808595
281726,2016-01-14 08:00:30+00:00,40.79863357543945,-73.97063446044923,40.80527877807617,-73.93953704833984
283706,2016-01-14 08:00:22+00:00,40.75230026245117,-73.97499084472656,40.714298248291016,-74.01393127441406
285026,2016-01-14 08:00:21+00:00,40.70831298828125,-74.01652526855469,40.7488670349121,-74.00341033935547
286996,2016-01-14 08:00:10+00:00,40.75085830688477,-73.99434661865234,40.75419235229492,-73.9830780029297
291525,2016-01-14 08:00:02+00:00,40.72798538208008,-73.99333190917969,40.75382614135742,-73.96977996826173
293300,2016-01-14 08:00:12+00:00,40.78271484375,-73.95333099365234,40.77414321899415,-73.9453353881836
298199,2016-01-14 08:00:00+00:00,40.74892807006836,-73.99596405029298,40.746238708496094,-73.9979019165039
298527,2016-01-14 08:00:13+00:00,40.74968338012695,-73.97715759277344,40.733211517333984,-73.99010467529298
298779,2016-01-14 08:00:20+00:00,40.76647186279297,-73.9540786743164,40.74443817138672,-73.9880142211914
301916,2016-01-14 08:00:00+00:00,40.705379486083984,-74.01712799072266,40.71208953857422,-74.01555633544923
308254,2016-01-14 08:00:14+00:00,40.74708938598633,-73.98983764648438,40.76081085205078,-73.98323822021484
309957,2016-01-14 08:00:14+00:00,40.76686096191406,-73.95379638671875,40.73802185058594,-73.97720336914062
321321,2016-01-14 08:00:17+00:00,40.768230438232415,-73.9555892944336,40.7071647644043,-74.00460815429686
321778,2016-01-14 08:00:17+00:00,40.74963760375977,-73.99227142333984,40.75516128540039,-73.97866821289062
323940,2016-01-14 08:00:21+00:00,40.75760269165039,-73.98741149902342,40.80572509765625,-73.96163940429686
329440,2016-01-14 08:00:09+00:00,40.77607345581055,-73.98350524902342,40.78697967529297,-73.96935272216798
330826,2016-01-14 08:00:15+00:00,40.76696014404297,-73.95665740966798,40.74637985229492,-73.98204803466798
332313,2016-01-14 08:00:16+00:00,40.75037002563477,-73.99134826660156,40.70404815673828,-74.00930786132812
334365,2016-01-14 08:00:04+00:00,40.76029586791992,-73.96139526367188,40.761131286621094,-73.97156524658203
337509,2016-01-14 08:00:02+00:00,40.75759887695313,-73.96958923339844,40.74658966064453,-73.97270965576173
337896,2016-01-14 08:00:29+00:00,40.770332336425774,-73.9603271484375,40.78474044799805,-73.9497299194336
340790,2016-01-14 08:00:28+00:00,40.76521682739258,-73.95504760742188,40.8044319152832,-73.94786834716798
343023,2016-01-14 08:00:13+00:00,40.71814727783203,-74.0146942138672,40.704261779785156,-74.00679016113281
344058,2016-01-14 08:00:00+00:00,40.7346076965332,-74.00617218017578,40.76178741455078,-73.9844207763672
344719,2016-01-14 08:00:28+00:00,40.76095199584961,-73.9643020629883,40.76891708374024,-73.98489379882812
347313,2016-01-14 08:00:21+00:00,40.73556518554688,-73.9900665283203,40.73605728149415,-73.97473907470702
348248,2016-01-14 08:00:23+00:00,40.78297805786133,-73.95740509033203,40.78969192504883,-73.97348022460938
348888,2016-01-14 08:00:05+00:00,40.766448974609375,-73.95716857910156,40.73709106445313,-73.99287414550781
350249,2016-01-14 08:00:22+00:00,40.76747131347656,-73.98240661621094,40.76259994506836,-73.9574203491211
351511,2016-01-14 08:00:11+00:00,40.76255798339844,-73.9896469116211,40.7569580078125,-73.98429870605469
352865,2016-01-14 08:00:21+00:00,40.75191116333008,-73.99333190917969,40.757713317871094,-74.0002670288086
353331,2016-01-14 08:00:19+00:00,40.75123596191406,-73.99415588378906,40.715579986572266,-74.00541687011719
357506,2016-01-14 08:00:11+00:00,40.802642822265625,-73.9607925415039,40.764610290527344,-73.96851348876955
360488,2016-01-14 08:00:10+00:00,40.791770935058594,-73.96851348876955,40.759368896484375,-73.97042083740234
364390,2016-01-14 08:00:06+00:00,40.735599517822266,-73.9854965209961,40.76076889038085,-73.99594116210938
365655,2016-01-14 08:00:18+00:00,40.706787109375,-74.0059814453125,40.75798034667969,-73.98582458496094
370747,2016-01-14 08:00:04+00:00,40.755470275878906,-73.9682388305664,40.75669860839844,-73.98162078857422
374853,2016-01-14 08:00:25+00:00,40.744239807128906,-73.98152923583984,40.73883438110352,-73.99361419677734
375402,2016-01-14 08:00:00+00:00,40.72982025146485,-73.9987030029297,40.75141906738281,-73.98365783691406
376966,2016-01-14 08:00:02+00:00,40.75825119018555,-73.98904418945312,40.743560791015625,-73.98429870605469
379463,2016-01-14 08:00:16+00:00,40.770267486572266,-73.95136260986328,40.71450424194336,-74.01390075683594
381571,2016-01-14 08:00:26+00:00,40.759071350097656,-73.99574279785155,40.72964859008789,-73.99640655517578
